resource_id,fte_assigned,billable_hours,bench_time,overallocated
153,107.1,13,106.42,0
154,484.54,21,129.39,1
155,204.31,13,135.68,0
156,266.59,10,322.95,1
157,337.05,18,370.81,1
158,425.6,37,291.12,1
159,61.35,26,415.19,0
160,301.46,47,27.32,0
161,289.58,54,142.04,0
162,98.72,36,24.42,0
163,282.2,28,298.86,1
164,402.37,35,118.65,1
165,335.75,6,263.92,1
166,33.57,11,369.73,0
167,21.65,40,100.29,0
168,257.02,3,229.9,0
169,148.1,30,191.87,0
170,101.65,28,315.27,0
171,492.7,17,360.04,1
172,184.26,21,467.33,1
173,215.53,47,289.98,0
174,16.51,31,83.7,0
175,205.62,2,307.17,0
176,355.13,41,295.96,1
177,79.31,49,20.24,0
178,496.14,20,62.28,1
179,192.86,21,302.83,0
180,172.97,43,497.07,1
181,265.89,54,169.39,0
182,400.64,12,400.98,1
183,359.32,8,229.28,1
184,426.95,7,147.73,1
185,350.82,4,11.7,0
186,496.03,32,397.41,1
187,42.07,5,145.14,0
188,22.71,11,488.39,0
189,321.31,30,419.16,1
190,403.08,28,275.06,1
191,359.79,57,116.81,0
192,247.92,33,227.84,0
193,44.63,43,141.38,0
194,360.48,46,457.33,1
195,162.31,46,480.22,1
196,183.71,44,451.15,1
197,289.35,22,199.79,0
198,394.95,34,16.4,0
199,17.47,59,427.92,0
200,284.88,26,302.88,1
201,86.18,14,149.88,0
202,347.66,7,249.88,1
203,13.7,33,308.76,0
204,170.63,54,476.07,1
205,413.23,59,258.51,1
206,427.31,30,79.44,0
207,115.08,35,153.43,0
208,207.08,22,225.9,0
209,99.66,42,213.47,0
210,114.33,34,220.1,0
211,233.59,8,79.36,0
212,81.76,33,379.75,0
213,40.14,42,320.11,0
214,62.75,52,188.89,0
215,13.09,8,128.63,0
216,442.97,23,237.26,1
217,21.62,38,484.14,0
218,218.68,53,267.0,0
219,359.46,19,216.7,1
220,271.27,29,51.0,0
221,381.08,12,366.8,1
222,38.87,25,407.31,0
223,296.98,5,91.93,0
224,113.5,16,426.62,1
225,432.88,19,217.39,1
226,126.32,12,383.08,0
227,391.24,31,435.56,1
228,342.86,17,348.61,1
229,66.44,56,62.8,0
230,427.05,13,50.79,0
231,70.25,11,81.87,0
232,454.11,46,436.17,1
233,498.24,28,23.67,0
234,337.55,37,37.06,0
235,397.42,56,386.45,1
236,442.41,56,427.92,1
237,135.58,16,271.51,0
238,201.58,7,260.62,0
239,115.0,56,54.92,0
240,354.94,9,332.58,1
241,490.24,2,67.37,1
242,25.86,22,348.27,0
243,390.7,22,106.44,0
244,81.72,56,234.54,0
245,52.54,23,354.95,0
246,136.14,35,163.05,0
247,180.73,18,173.04,0
248,174.87,57,458.88,1
249,205.04,12,466.32,1
250,34.68,37,284.11,0
251,422.19,3,290.59,1
252,435.39,9,176.43,1
253,392.75,1,161.22,0
254,116.53,33,429.55,1
255,486.15,21,369.4,1
256,97.21,36,98.51,0
257,121.92,5,244.22,0
258,20.09,49,404.21,0
259,38.26,29,197.34,0
260,483.36,26,406.76,1
261,439.98,56,42.84,0
262,465.38,46,128.07,1
263,467.61,22,77.41,1
264,428.29,22,215.68,1
265,392.31,9,228.92,1
266,416.98,26,131.1,1
267,316.86,58,432.87,1
268,409.46,24,132.91,1
269,493.21,7,272.4,1
270,432.59,4,73.99,0
271,147.39,50,398.31,1
272,200.55,49,241.97,0
273,36.81,27,141.18,0
274,175.26,53,496.56,1
275,131.18,19,408.26,1
276,384.34,33,132.65,0
277,203.99,45,413.51,1
278,348.93,48,75.37,0
279,234.69,42,45.33,0
280,360.81,59,30.16,0
281,54.62,38,210.42,0
282,20.31,13,53.23,0
283,328.5,23,206.03,1
284,444.49,16,438.25,1
285,48.22,35,396.94,0
286,137.99,20,429.78,1
287,188.13,19,10.06,0
288,274.06,29,281.19,1
289,261.42,23,496.46,1
290,320.72,47,285.58,1
291,112.98,58,261.63,0
292,331.47,28,258.71,1
293,390.4,48,278.39,1
294,443.88,46,253.67,1
295,419.02,12,304.99,1
296,193.69,57,234.79,0
297,207.88,6,83.9,0
298,228.59,42,14.17,0
299,307.63,28,165.6,0
300,318.73,27,150.71,0
301,254.39,19,499.77,1
302,390.5,23,368.86,1
303,374.9,19,335.4,1
304,267.76,5,272.06,0
305,265.56,31,30.92,0
306,257.78,29,409.73,1
307,448.45,53,260.76,1
308,373.18,19,378.92,1
309,54.72,4,221.92,0
310,245.22,43,444.59,1
311,333.18,34,84.21,0
312,124.71,10,38.25,0
313,122.23,59,297.19,0
314,342.45,35,277.16,1
315,343.73,40,151.86,0
316,90.98,59,291.29,0
317,242.73,35,444.01,1
318,212.21,57,188.56,0
319,230.17,1,255.89,0
320,154.21,13,410.36,1
321,153.1,21,306.6,0
322,233.36,56,369.83,1
323,294.74,26,332.78,1
324,198.06,23,448.15,1
325,184.73,16,249.97,0
326,239.74,17,303.15,1
327,332.9,22,27.06,0
328,236.3,1,358.78,1
329,97.33,14,246.57,0
330,452.54,25,260.96,1
331,283.63,24,151.8,0
332,131.82,38,353.17,0
333,172.89,17,180.63,0
334,89.95,38,193.82,0
335,180.62,39,172.26,0
336,156.63,47,81.92,0
337,397.36,53,420.54,1
338,143.22,22,257.57,0
339,104.26,10,189.67,0
340,431.28,46,112.31,1
341,231.5,48,439.17,1
342,178.09,32,222.67,0
343,74.16,14,138.0,0
344,397.2,6,169.43,1
345,110.11,14,245.04,0
346,21.82,9,281.42,0
347,84.1,57,99.03,0
348,178.24,1,122.71,0
349,120.09,11,275.18,0
350,497.06,56,83.29,1
351,242.33,22,24.62,0
352,245.93,30,435.57,1
353,335.42,16,10.68,0
354,240.21,7,273.08,0
355,249.95,19,323.96,1
356,37.05,34,161.42,0
357,367.26,47,413.79,1
358,431.98,13,346.85,1
359,445.43,24,337.48,1
360,115.03,28,421.83,1
361,451.07,20,251.05,1
362,18.71,34,381.87,0
363,437.43,25,172.39,1
364,496.54,8,130.86,1
365,492.09,40,484.14,1
366,239.95,52,166.23,0
367,375.58,22,443.9,1
368,293.92,12,246.71,0
369,448.14,30,244.61,1
370,189.05,31,324.49,0
371,471.64,56,314.07,1
372,238.84,30,111.47,0
373,311.33,7,140.28,0
374,367.91,37,211.17,1
375,136.06,49,38.98,0
376,239.97,57,221.95,0
377,110.06,41,259.52,0
378,463.71,27,270.94,1
379,256.69,30,453.22,1
380,196.45,6,289.91,0
381,26.86,57,483.62,1
382,439.42,50,214.12,1
383,406.71,7,204.84,1
384,275.84,41,360.45,1
385,483.88,2,372.06,1
386,388.34,35,444.93,1
387,65.94,39,167.76,0
388,414.9,44,207.78,1
389,453.76,46,452.55,1
390,112.68,12,117.65,0
391,281.24,51,362.65,1
392,118.81,13,383.52,0
393,125.43,55,482.32,1
394,359.28,38,344.46,1
395,464.65,50,23.36,0
396,346.62,19,356.59,1
397,279.7,18,326.35,1
398,191.9,24,38.67,0
399,381.94,41,151.86,1
400,110.52,18,139.51,0
401,364.08,47,142.59,0
402,30.36,29,456.62,0
403,243.84,9,268.99,0
404,55.55,37,371.78,0
405,25.17,58,27.79,0
406,410.05,17,84.31,0
407,214.41,22,302.95,0
408,494.93,55,414.45,1
409,120.88,25,484.12,1
410,74.16,24,362.66,0
411,59.31,42,415.36,0
412,306.91,42,148.75,0
413,60.99,3,385.85,0
414,66.42,3,173.13,0
415,336.11,22,169.5,0
416,398.35,49,430.91,1
417,165.26,16,36.78,0
418,383.36,38,474.58,1
419,202.33,28,242.33,0
420,482.4,7,301.35,1
421,61.56,46,443.78,0
422,436.39,49,279.65,1
423,140.6,11,48.82,0
424,471.67,44,284.15,1
425,270.56,11,32.63,0
426,59.64,48,145.19,0
427,433.03,27,67.34,0
428,162.71,24,195.56,0
429,99.47,17,416.61,0
430,385.82,58,158.08,1
431,218.38,38,226.35,0
432,483.68,9,362.84,1
433,246.18,23,100.84,0
434,496.0,6,40.17,0
435,480.78,5,470.62,1
436,29.08,54,102.56,0
437,295.06,58,251.44,1
438,190.55,57,345.89,1
439,256.65,48,200.83,0
440,432.01,31,442.91,1
441,114.41,13,293.31,0
442,347.85,53,391.17,1
443,73.59,23,151.32,0
444,123.05,54,451.24,1
445,117.86,24,355.58,0
446,378.16,20,412.54,1
447,472.97,35,490.07,1
448,398.02,11,255.23,1
449,18.43,14,177.52,0
450,248.69,17,344.79,1
451,415.91,22,210.75,1
452,355.75,28,104.0,0
453,246.95,24,62.53,0
454,76.6,57,257.33,0
455,326.46,56,330.92,1
456,437.2,14,18.44,0
457,476.23,25,125.96,1
458,368.06,58,10.67,0
459,320.92,22,423.91,1
460,310.19,47,341.68,1
461,382.19,34,417.53,1
462,142.2,25,363.0,0
463,373.12,28,70.15,0
464,117.37,44,204.34,0
465,196.27,35,490.15,1
466,468.88,31,471.04,1
467,109.52,8,488.18,1
468,441.32,40,117.5,1
469,458.9,44,41.2,0
470,371.2,1,122.69,0
471,285.38,17,207.78,0
472,468.37,34,219.97,1
473,478.28,48,474.34,1
474,94.2,15,143.71,0
475,448.93,11,231.7,1
476,414.67,24,318.86,1
477,127.61,19,245.2,0
478,300.32,32,234.32,1
479,248.18,38,197.01,0
480,401.59,43,69.02,0
481,263.82,29,292.44,1
482,87.09,42,399.99,0
483,85.98,39,114.37,0
484,105.87,41,225.68,0
485,20.09,43,93.91,0
486,216.58,17,261.98,0
487,314.53,47,455.0,1
488,117.5,57,168.56,0
489,244.67,10,384.87,1
490,23.29,13,254.3,0
491,360.53,21,151.29,0
492,347.25,54,66.51,0
493,202.84,42,498.3,1
494,37.64,18,333.73,0
495,147.16,57,279.88,0
496,296.17,16,406.22,1
497,216.29,43,222.48,0
498,366.57,23,190.1,1
499,236.61,5,170.52,0
500,240.21,53,269.68,1
